NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
St. Margaret,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Margaret School,3320 Carol Dr NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,8714,N,Y,Y,N,2019/03/03,T2L0K7,1382342,-114.097637402785,51.0821353192524,"(51.0821353192524, -114.097637402785)"
Dr. Roberta Bondar,Calgary School District No. 19,Public School,Dr. Roberta Bondar School,1580 Strathcona Drive SW,Calgary,AB,GRK-6,N,CBE Data,2054,Y,Y,N,N,2019/03/03,T3H5B1,2440324,-114.205530451856,51.0503367236961,"(51.0503367236961, -114.205530451856)"
St. Michael,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Michael School,4511 8 Ave SW,Calgary,AB,Elementary / Junior High,N,CSSD Data,8717,N,Y,Y,N,2019/03/03,T3C0G9,1382837,-114.151577454176,51.0447849103607,"(51.0447849103607, -114.151577454176)"
National Sports,Calgary School District No. 19,Public School,National Sport School,"110, 151 Olympic Park Road SW",Calgary,AB,GR9-12,N,CBE Data,9830,N,N,Y,Y,2019/03/03,,1557802,-114.221026501532,51.0847948124862,"(51.0847948124862, -114.221026501532)"
Ecole de La Source,The Southern Francophone Education Region No. 4,Francophone,Ecole de La Source,360 - 94 Avenue S.E.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1014,N,Y,Y,Y,2019/03/03,T2J0E8,1382595,-114.061831380402,50.9691787567389,"(50.9691787567389, -114.061831380402)"
Central Memorial High,Calgary School District No. 19,Public School,Central Memorial High School,5111 21 Street SW,Calgary,AB,GR10-12,N,CBE Data,9823,N,N,N,Y,2019/03/03,T3E1R9,1382208,-114.113520463743,51.007927879674,"(51.007927879674, -114.113520463743)"
Capitol Hill,Calgary School District No. 19,Public School,Capitol Hill School,2210 18 Street NW,Calgary,AB,GRK-6,N,CBE Data,9209,Y,Y,N,N,2019/03/03,T2M3T4,1383006,-114.103917538037,51.0720766329197,"(51.0720766329197, -114.103917538037)"
Ted Harrison,Calgary School District No. 19,Public School,Ted Harrison School,215 Taravista Way NE,Calgary,AB,GR5-9,N,CBE Data,1677,N,Y,Y,N,2019/03/03,T3J4L1,1545880,-113.928254208508,51.1172327511043,"(51.1172327511043, -113.928254208508)"
Bishop McNally High,Calgary Roman Catholic Separate School District No. 1,Separate School,Bishop McNally High School,5700 Falconridge Blvd NE,Calgary,AB,Senior High,N,CSSD Data,8907,N,N,N,Y,2019/03/03,T3J3N4,1383227,-113.953705878133,51.1030304206559,"(51.1030304206559, -113.953705878133)"
Bishop Grandin High,Calgary Roman Catholic Separate School District No. 1,Separate School,Bishop Grandin High School,111 Haddon Rd SW,Calgary,AB,Senior High,N,CSSD Data,8901,N,N,N,Y,2019/03/03,T2V2Y2,1382278,-114.078740977051,50.975437769704,"(50.975437769704, -114.078740977051)"
Robert Thirsk High,Calgary School District No. 19,Public School,Robert Thirsk School,8777 Nose Hill Drive NW,Calgary,AB,GR10-12,N,CBE Data,1679,N,N,N,Y,2019/03/03,T3G5T3,1545308,-114.194778259503,51.1308413397963,"(51.1308413397963, -114.194778259503)"
McKenzie Highlands,Calgary School District No. 19,Public School,McKenzie Highlands School,25 McKenzie Towne Drive SE,Calgary,AB,GR4-9,N,CBE Data,2055,N,Y,Y,N,2019/03/03,T2Z4B7,2365707,-113.970073220433,50.9109936563459,"(50.9109936563459, -113.970073220433)"
St. Anthony,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Anthony,4811 6 St SW,Calgary,AB,Elementary / Junior High / Senior High,N,CSSD Data,8515,N,Y,Y,Y,2019/03/03,T2S2N5,1377870,-114.079295138596,51.0101077490379,"(51.0101077490379, -114.079295138596)"
Keeler,Calgary School District No. 19,Public School,Keeler School,4807 Forego Avenue SE,Calgary,AB,GRPRE-K-5,N,CBE Data,9318,Y,Y,N,N,2019/03/03,T2A2C4,1382138,-113.96481312102,51.0492568228701,"(51.0492568228701, -113.96481312102)"
River Valley School ECS,River Valley School Society,Private School,River Valley School ECS,3127 Bowwood Drive N.W.,Calgary,AB,Unknown,N,Provincial Data,1906,N,N,N,N,2019/03/03,T3B2E7,1376234,-114.174344090246,51.0794694128566,"(51.0794694128566, -114.174344090246)"
Simons Valley,Calgary School District No. 19,Public School,Simons Valley School,375 Sandarac Drive NW,Calgary,AB,GRK-6,N,CBE Data,9383,Y,Y,N,N,2019/03/03,T3K4B2,1383728,-114.107325958886,51.1396781301646,"(51.1396781301646, -114.107325958886)"
Our Lady of Fatima,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of Fatima,6320 Taralea Pk NE,Calgary,AB,Elementary,N,CSSD Data,1226,N,Y,N,N,2019/03/03,T3J5C4,1384102,-113.937910232433,51.1163217466884,"(51.1163217466884, -113.937910232433)"
University of Calgary - Downtown Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2019/03/03,T2P1H9,1417012,-114.082127524913,51.0463612997713,"(51.0463612997713, -114.082127524913)"
Maria Montessori School - cSPACE King Edward Location,"Maria Montessori Education Centre of Calgary, Ltd.",Private School,Maria Montessori School - cSPACE King Edward Location,cSPACE Projects 1721-29 Avenue SW,Calgary,AB,Unknown,N,Provincial Data,2167,N,N,N,N,2019/03/03,T2T6T7,1524096,-114.100883437891,51.0272698604233,"(51.0272698604233, -114.100883437891)"
Queen Elizabeth High,Calgary School District No. 19,Public School,Queen Elizabeth High School,512 18 Street NW,Calgary,AB,GR7-12,N,CBE Data,9806,N,N,Y,Y,2019/03/03,T2N2G5,1415642,-114.101916287117,51.0562024346068,"(51.0562024346068, -114.101916287117)"
St. Benedict,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Benedict School,10340 19 St SW,Calgary,AB,Elementary,N,CSSD Data,8511,N,Y,N,N,2019/03/03,T2V1R2,1382889,-114.10544704958,50.9619936999308,"(50.9619936999308, -114.10544704958)"
St. Marguerite,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Marguerite School,1100 New Brighton Drive SE,Calgary,AB,Elementary,N,CSSD Data,2082,N,Y,N,N,2019/03/03,T2Z0W1,2389334,-113.937230754978,50.9211549137532,"(50.9211549137532, -113.937230754978)"
Centennial High,Calgary School District No. 19,Public School,Centennial High School,55 Sun Valley Boulevard SE,Calgary,AB,GR10-12,N,CBE Data,1224,N,N,N,Y,2019/03/03,T2X3W7,1382256,-114.053354846572,50.9061096829548,"(50.9061096829548, -114.053354846572)"
Hidden Valley,Calgary School District No. 19,Public School,Hidden Valley School,10959 Hidden Valley Drive NW,Calgary,AB,GRK-3,N,CBE Data,535,Y,Y,N,N,2019/03/03,T3A6J2,1383732,-114.119589958504,51.1502537591877,"(51.1502537591877, -114.119589958504)"
Southeast Elementary Campus,Foundations for the Future Charter Academy Charter School Society,Charter,Southeast Elementary Campus,9711 Academy Drive SE,Calgary,AB,Elementary,N,Provincial Data,1348,N,Y,N,N,2019/03/03,T2J1A9,1371038,-114.04540628449,50.9672419259707,"(50.9672419259707, -114.04540628449)"
Woodman,Calgary School District No. 19,Public School,Woodman School,8706 Elbow Drive SW,Calgary,AB,GR5-9,N,CBE Data,9631,N,Y,Y,N,2019/03/03,T2V1L2,1382896,-114.083212984475,50.9756583073624,"(50.9756583073624, -114.083212984475)"
Nickle,Calgary School District No. 19,Public School,Nickle School,2500 Lake Bonavista Drive SE,Calgary,AB,GR4-8,N,CBE Data,9654,N,Y,Y,N,2019/03/03,T2J2Y6,1382503,-114.061434768869,50.9407367275345,"(50.9407367275345, -114.061434768869)"
St. Helena,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Helena School,320 64 Ave NW,Calgary,AB,Junior High,N,CSSD Data,8711,N,N,Y,N,2019/03/03,T2K0L8,1384097,-114.067761923971,51.1115066954332,"(51.1115066954332, -114.067761923971)"
St. Teresa of Calcutta,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Teresa of Calcutta School,121 Midlake Blvd SE,Calgary,AB,Elementary,N,CSSD Data,8542,N,Y,N,N,2019/03/03,T2X1T7,1541834,-114.052117221253,50.9144204022093,"(50.9144204022093, -114.052117221253)"
Lester B. Pearson High,Calgary School District No. 19,Public School,Lester B. Pearson High School,3020 52 Street NE,Calgary,AB,GR10-12,N,CBE Data,9865,N,N,N,Y,2019/03/03,T1Y5P4,1382280,-113.956397574163,51.0769499205554,"(51.0769499205554, -113.956397574163)"
Ian Bazalgette,Calgary School District No. 19,Public School,Ian Bazalgette School,3909 26 Avenue SE,Calgary,AB,GR6-9,N,CBE Data,9613,N,Y,Y,N,2019/03/03,T2B0C6,1382832,-113.977678149745,51.0298325520281,"(51.0298325520281, -113.977678149745)"
Ranchlands,Calgary School District No. 19,Public School,Ranchlands School,610 Ranchlands Boulevard NW,Calgary,AB,GRK-6,N,CBE Data,9374,Y,Y,N,N,2019/03/03,T3G2C5,1537651,-114.179209729291,51.1187048309555,"(51.1187048309555, -114.179209729291)"
Wildwood,Calgary School District No. 19,Public School,Wildwood School,120 45 Street SW,Calgary,AB,GRK-6,N,CBE Data,9141,Y,Y,N,N,2019/03/03,T3C2B3,1382147,-114.15211656432,51.0515895485028,"(51.0515895485028, -114.15211656432)"
Calgary Academy Collegiate,Calgary Academy Society,Private School,Calgary Academy Collegiate,1677 - 93rd Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1015,N,Y,Y,Y,2019/03/03,T3H0R3,1382819,-114.224247937235,51.039430084619,"(51.039430084619, -114.224247937235)"
Father Doucet,Calgary Roman Catholic Separate School District No. 1,Separate School,Father Doucet School,65 Shannon Dr SW,Calgary,AB,Elementary,N,CSSD Data,8551,N,Y,N,N,2019/03/03,T2Y2T5,1382252,-114.085168870289,50.9093442301602,"(50.9093442301602, -114.085168870289)"
Cranston,Calgary School District No. 19,Public School,Cranston School,205 Cranston Drive SE,Calgary,AB,GRK-3,N,CBE Data,1499,Y,Y,N,N,2019/03/03,T3M1E8,1370431,-113.987241826632,50.8867871384329,"(50.8867871384329, -113.987241826632)"
Bishop O'Byrne High,Calgary Roman Catholic Separate School District No. 1,Separate School,Bishop O'Byrne High School,500 333 Shawville Blvd SE,Calgary,AB,Senior High,N,CSSD Data,581,N,N,N,Y,2019/03/03,T2Y4H3,1559224,-114.064566768456,50.8980918487179,"(50.8980918487179, -114.064566768456)"
Captain Nichola Goddard,Calgary School District No. 19,Public School,Captain Nichola Goddard School,405 Panatella Boulevard NW,Calgary,AB,GR5-9,N,CBE Data,1676,N,Y,Y,N,2019/03/03,T3K0P3,1546748,-114.088678756384,51.1624509286035,"(51.1624509286035, -114.088678756384)"
Braeside,Calgary School District No. 19,Public School,Braeside School,1747 107 Avenue SW,Calgary,AB,GRK-6,N,CBE Data,9305,Y,Y,N,N,2019/03/03,T2W0C3,1382885,-114.101694315462,50.9566735592771,"(50.9566735592771, -114.101694315462)"
Canadian Montessori School West,The Canadian Montessori School Ltd.,Private School,Canadian Montessori School West,1112 - 70 Avenue S.W.,Calgary,AB,Unknown,N,Provincial Data,1686,N,N,N,N,2019/03/03,T2V0P6,1186607,-114.088262165573,50.9907447322797,"(50.9907447322797, -114.088262165573)"
Briar Hill,Calgary School District No. 19,Public School,Briar Hill School,1233 21 Street NW,Calgary,AB,GRK-6,N,CBE Data,9205,Y,Y,N,N,2019/03/03,T2N2L8,1381389,-114.111418541631,51.0631132950401,"(51.0631132950401, -114.111418541631)"
Simon Fraser,Calgary School District No. 19,Public School,Simon Fraser School,5215 33 Street NW,Calgary,AB,GR5-9,N,CBE Data,9646,N,Y,Y,N,2019/03/03,T2L1V3,1383906,-114.136550452179,51.1003194084663,"(51.1003194084663, -114.136550452179)"
St. Basil,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Basil Elementary/Junior High School,919 Tuscany Dr NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,1337,N,Y,Y,N,2019/03/03,T3L2T5,1370763,-114.250334757978,51.1194137922303,"(51.1194137922303, -114.250334757978)"
FFCA High School Campus,Foundations for the Future Charter Academy Charter School Society,Charter,FFCA High School Campus,2116 McKay Road N.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,12,N,N,Y,Y,2019/03/03,T3B1C7,1380147,-114.151927798788,51.0695810601221,"(51.0695810601221, -114.151927798788)"
Acadia,Calgary School District No. 19,Public School,Acadia School,9603 5 Street SE,Calgary,AB,GRK-6,N,CBE Data,9300,Y,Y,N,N,2019/03/03,T2J1K4,1382272,-114.053926861394,50.9676106188077,"(50.9676106188077, -114.053926861394)"
Sundance,Calgary School District No. 19,Public School,Sundance School,200 Sunmills Drive SE,Calgary,AB,GRK-6,N,CBE Data,9267,Y,Y,N,N,2019/03/03,T2X2N9,1382957,-114.04681306876,50.9006605693113,"(50.9006605693113, -114.04681306876)"
Calgary Jewish Academy,The Calgary Jewish Academy,Private School,Calgary Jewish Academy,6700 Kootenay Street S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9911,N,Y,Y,N,2019/03/03,T2V1P7,1382195,-114.092606483223,50.9934947229922,"(50.9934947229922, -114.092606483223)"
St. Isabella,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Isabella School,855 Copperfield Blvd SE,Calgary,AB,Elementary / Junior High,N,CSSD Data,1680,N,Y,Y,N,2019/03/03,T2Z4W8,1548028,-113.935988984443,50.9105831897695,"(50.9105831897695, -113.935988984443)"
Renfrew Educational Services - Park Place Centre,Renfrew Educational Services Society,Private School,Renfrew Educational Services - Park Place Centre,2050 - 21 Street N.E.,Calgary,AB,Unknown,N,Provincial Data,281,N,N,N,N,2019/03/03,T2E6S5,1381134,-114.008291667844,51.0696209641237,"(51.0696209641237, -114.008291667844)"
Haultain Memorial,Calgary School District No. 19,Public School,Haultain Memorial School,605 Queensland Drive SE,Calgary,AB,GRK-6,N,CBE Data,9362,Y,Y,N,N,2019/03/03,T2J4S8,1382502,-114.023318731462,50.9395441689574,"(50.9395441689574, -114.023318731462)"
Riverbend,Calgary School District No. 19,Public School,Riverbend School,65 Rivervalley Drive SE,Calgary,AB,GRK-6,N,CBE Data,9386,Y,Y,N,N,2019/03/03,T2C3Z7,1382597,-114.018502053095,50.9721562403216,"(50.9721562403216, -114.018502053095)"
St. Bonaventure,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Bonaventure School,1710 Acadia Dr SE,Calgary,AB,Junior High,N,CSSD Data,8721,N,N,Y,N,2019/03/03,T2J3X8,1382261,-114.047181209519,50.9317370610013,"(50.9317370610013, -114.047181209519)"
Filipino Language and Cultural School of Calgary,Philippine Cultural Center Foundation (Calgary),Private School,Filipino Language and Cultural School of Calgary,Bay 204 & 206 4656 Westwinds Dr NE,Calgary,AB,Junior High/Senior High,N,Provincial Data,1440,N,N,Y,Y,2019/03/03,T3J3Z5,1374646,-113.967800438249,51.1006469766456,"(51.1006469766456, -113.967800438249)"
Erin Woods,Calgary School District No. 19,Public School,Erin Woods School,25 Erin Park Drive SE,Calgary,AB,GRK-5,N,CBE Data,9269,Y,Y,N,N,2019/03/03,T2B2Z9,1382286,-113.965777384215,51.0226997246889,"(51.0226997246889, -113.965777384215)"
Buffalo Rubbing Stone,Calgary School District No. 19,Public School,Buffalo Rubbing Stone School,1308 Panatella Boulevard NW,Calgary,AB,GRK-4,N,CBE Data,2029,Y,Y,N,N,2019/03/03,T3K0X2,2366305,-114.087368506971,51.1683523998404,"(51.1683523998404, -114.087368506971)"
Bridlewood,Calgary School District No. 19,Public School,Bridlewood School,207 Bridleridge Way SW,Calgary,AB,GRK-6,N,CBE Data,1498,Y,Y,N,N,2019/03/03,T2Y0L4,1382189,-114.110661982344,50.9023836061216,"(50.9023836061216, -114.110661982344)"
Bishop Pinkham,Calgary School District No. 19,Public School,Bishop Pinkham School,3304 63 Avenue SW,Calgary,AB,GR7-9,N,CBE Data,9645,N,N,Y,N,2019/03/03,T3E5K1,1382910,-114.130699243964,50.997262984148,"(50.997262984148, -114.130699243964)"
Altadore,Calgary School District No. 19,Public School,Altadore School,4506 16 Street SW,Calgary,AB,GRK-6,N,CBE Data,9109,Y,Y,N,N,2019/03/03,T2T4H9,1382211,-114.099733248412,51.0140026625917,"(51.0140026625917, -114.099733248412)"
St. Martha,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Martha School,6020 4 Ave NE,Calgary,AB,Elementary / Junior High,N,CSSD Data,8725,N,Y,Y,N,2019/03/03,T2A4B1,1382142,-113.945645417163,51.0565472970715,"(51.0565472970715, -113.945645417163)"
Vista Virtual School - Calgary Writing Centre,Pembina Hills Regional Division No. 7,Public School,Vista Virtual School - Calgary Writing Centre,341 - 58 Avenue SE,Calgary,AB,Unknown,N,Provincial Data,1558,N,N,N,N,2019/03/03,,1372550,-114.057659662866,51.0004854158414,"(51.0004854158414, -114.057659662866)"
Arbour Lake,Calgary School District No. 19,Public School,Arbour Lake Middle School,27 Arbour Crest Drive NW,Calgary,AB,GR5-9,N,CBE Data,1330,N,Y,Y,N,2019/03/03,T3G4H3,1383727,-114.209177233391,51.1346509922507,"(51.1346509922507, -114.209177233391)"
Eastside Christian Academy,Eastside City Church and Missionary Society,Private School,Eastside Christian Academy,1320 Abbeydale Drive SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,478,N,Y,Y,N,2019/03/03,T2A7L8,1382139,-113.930220011344,51.0519523283879,"(51.0519523283879, -113.930220011344)"
Silver Springs,Calgary School District No. 19,Public School,Silver Springs School,7235 Silvermead Road NW,Calgary,AB,GRK-6,N,CBE Data,9256,Y,Y,N,N,2019/03/03,T3B3V1,1383143,-114.190825495673,51.1057102079948,"(51.1057102079948, -114.190825495673)"
Divine Mercy,Calgary Roman Catholic Separate School District No. 1,Separate School,Divine Mercy School,228 Mahogany Blvd. SE,Calgary,AB,Elementary,N,CSSD Data,2189,N,Y,N,N,2019/03/03,T3M1M5,2454686,-113.923957830893,50.9015566152245,"(50.9015566152245, -113.923957830893)"
Forest Lawn High,Calgary School District No. 19,Public School,Forest Lawn High School,1304 44 Street SE,Calgary,AB,GR10-12,N,CBE Data,9813,N,N,N,Y,2019/03/03,T2A1M8,1382833,-113.968949647814,51.0424030746718,"(51.0424030746718, -113.968949647814)"
Niitsitapi Learning Centre,Calgary School District No. 19,Public School,Niitsitapi Learning Centre,3743 Dover Ridge Drive SE,Calgary,AB,SPECIALTY,N,CBE Data,2123,N,N,N,N,2019/03/03,T2B2E1,1382921,-113.979337123795,51.0205887113254,"(51.0205887113254, -113.979337123795)"
Glenbrook,Calgary School District No. 19,Public School,Glenbrook School,4725 33 Avenue SW,Calgary,AB,GRK-6,N,CBE Data,9122,Y,Y,N,N,2019/03/03,T3E3V1,1382605,-114.154997492003,51.0235114024039,"(51.0235114024039, -114.154997492003)"
Bearspaw Christian School & College,Bearspaw Christian School Society,Private School,Bearspaw Christian School & College,15001 - 69 Street NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9927,N,Y,Y,Y,2019/03/03,T3R1C5,1369136,-114.18951597667,51.1869736162904,"(51.1869736162904, -114.18951597667)"
Andrew Sibbald,Calgary School District No. 19,Public School,Andrew Sibbald School,1711 Lake Bonavista Drive SE,Calgary,AB,GRK-6,N,CBE Data,9336,Y,Y,N,N,2019/03/03,T2J2X9,1382262,-114.04087754809,50.9351785998057,"(50.9351785998057, -114.04087754809)"
Royal Oak,Calgary School District No. 19,Public School,Royal Oak School,9100 Royal Birch Boulevard NW,Calgary,AB,GRK-3,N,CBE Data,1519,Y,Y,N,N,2019/03/03,T3G5R8,1369226,-114.222069253635,51.1455727997941,"(51.1455727997941, -114.222069253635)"
Buchanan,Calgary School District No. 19,Public School,Buchanan School,3717 Centre Street North,Calgary,AB,GRK-6,N,CBE Data,9207,Y,Y,N,N,2019/03/03,T2E2Y2,1382346,-114.063147807014,51.0856296597672,"(51.0856296597672, -114.063147807014)"
Bowcroft,Calgary School District No. 19,Public School,Bowcroft School,3940 73 Street NW,Calgary,AB,GRK-6,N,CBE Data,9111,Y,Y,N,N,2019/03/03,T3B2L9,1382349,-114.19278889034,51.0875590584316,"(51.0875590584316, -114.19278889034)"
Dr. E.W. Coffin,Calgary School District No. 19,Public School,Dr. E. W. Coffin School,5615 Barrett Drive NW,Calgary,AB,GRK-6,N,CBE Data,9214,Y,Y,N,N,2019/03/03,T2L1W4,1383141,-114.134799127048,51.1037526325204,"(51.1037526325204, -114.134799127048)"
Wood's Homes,Calgary School District No. 19,Public School,Wood's Homes School,9400 48 Avenue NW,Calgary,AB,SPECIALTY,N,CBE Data,9035,N,N,N,N,2019/03/03,T3B2B2,1404525,-114.224228278548,51.0960980527308,"(51.0960980527308, -114.224228278548)"
St. John Paul II,Calgary Roman Catholic Separate School District No. 1,Separate School,St. John Paul II School,119 Castleridge Dr NE,Calgary,AB,Elementary,N,CSSD Data,8549,N,Y,N,N,2019/03/03,T3J1P6,1383230,-113.956199390614,51.107710228998,"(51.107710228998, -113.956199390614)"
St. Brigid,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Brigid,730 Citadel Way NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,1119,N,Y,Y,N,2019/03/03,T3G5S6,1383520,-114.187722932615,51.1463403219672,"(51.1463403219672, -114.187722932615)"
Crescent Heights High,Calgary School District No. 19,Public School,Crescent Heights High School,1019 1 Street NW,Calgary,AB,GR10-12,N,CBE Data,9815,N,N,N,Y,2019/03/03,T2M2S2,1381146,-114.066091420252,51.0614897990054,"(51.0614897990054, -114.066091420252)"
St. Angela,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Angela Elementary,231 6 St NE,Calgary,AB,Elementary,N,CSSD Data,8510,N,Y,N,N,2019/03/03,T2E3Y1,1382141,-114.048819753366,51.0544219294691,"(51.0544219294691, -114.048819753366)"
Alex Munro,Calgary School District No. 19,Public School,Alex Munro School,427  78 Avenue NE,Calgary,AB,GRPRE-K-6,N,CBE Data,9261,Y,Y,N,N,2019/03/03,T2K0R9,1383295,-114.06139516455,51.1206473585467,"(51.1206473585467, -114.06139516455)"
St. John XXIII,Calgary Roman Catholic Separate School District No. 1,Separate School,St. John XXIII School,1420 Falconridge Dr NE,Calgary,AB,Elementary / Junior High,N,CSSD Data,8726,N,Y,Y,N,2019/03/03,T3J2C3,1383225,-113.938978053822,51.1014050227128,"(51.1014050227128, -113.938978053822)"
Renert,The Renert School Foundation,Private School,Renert School,14 Royal Vista Link NW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,1747,N,Y,Y,Y,2019/03/03,T3R0K4,2260486,-114.202836499648,51.1518370164022,"(51.1518370164022, -114.202836499648)"
Menno Simons Christian,Palliser Regional Division No. 26,Public School,Menno Simons Christian School,7000 Elkton Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,9936,N,Y,Y,N,2019/03/03,T3H4Y7,1382206,-114.188500977629,51.0242003164094,"(51.0242003164094, -114.188500977629)"
